id,Isolate,Species,Cohort,Region,Country,Year,Description,sample_accession_number,Classification,Cluster,sul2,aph(3'')-Ib,aph(6)-Id,tet(B),catA2,aph(6)-Id*,aph(3'')-Ib*,blaBRO-1,blaBRO-2,blaBRO-1*,blaBRO-1^,blaBRO-2*,AG261,AB778,AC411
SAMEA4620998_fa,SAMEA4620998,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620998,Seroresistant,Seroresistant_224,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620564_fa,SAMEA4620564,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620564,Seroresistant,Seroresistant_8,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621589_fa,SAMEA4621589,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621589,Seroresistant,Seroresistant_90,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621675_fa,SAMEA4621675,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4621675,Seroresistant,Seroresistant_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622331_fa,SAMEA4622331,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622331,Seroresistant,Seroresistant_22,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622429_fa,SAMEA4622429,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622429,Seroresistant,Seroresistant_92,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621513_fa,SAMEA4621513,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621513,Seroresistant,Seroresistant_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620988_fa,SAMEA4620988,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620988,Seroresistant,Seroresistant_21,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620442_fa,SAMEA4620442,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620442,Seroresistant,Seroresistant_21,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620549_fa,SAMEA4620549,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620549,Seroresistant,Seroresistant_72,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622048_fa,SAMEA4622048,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622048,Seroresistant,Seroresistant_20,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622675_fa,SAMEA4622675,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622675,Seroresistant,Seroresistant_150,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622978_fa,SAMEA4622978,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622978,Seroresistant,Seroresistant_150,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4620294_fa,SAMEA4620294,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620294,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4621306_fa,SAMEA4621306,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621306,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4622581_fa,SAMEA4622581,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622581,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4622377_fa,SAMEA4622377,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622377,Serosensitive,Serosensitive_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621892_fa,SAMEA4621892,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621892,Serosensitive,Serosensitive_16,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621283_fa,SAMEA4621283,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4621283,Serosensitive,Serosensitive_36,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621936_fa,SAMEA4621936,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4621936,Seroresistant,Seroresistant_84,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620551_fa,SAMEA4620551,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620551,Seroresistant,Seroresistant_105,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622083_fa,SAMEA4622083,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622083,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622231_fa,SAMEA4622231,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622231,Seroresistant,Seroresistant_71,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622628_fa,SAMEA4622628,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622628,Seroresistant,Seroresistant_71,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622548_fa,SAMEA4622548,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622548,Seroresistant,Seroresistant_90,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622513_fa,SAMEA4622513,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4622513,Seroresistant,Seroresistant_18,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621721_fa,SAMEA4621721,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621721,Seroresistant,Seroresistant_84,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621192_fa,SAMEA4621192,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621192,Seroresistant,Seroresistant_21,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620494_fa,SAMEA4620494,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620494,Seroresistant,Seroresistant_85,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent
SAMEA4621821_fa,SAMEA4621821,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621821,Seroresistant,Seroresistant_215,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621598_fa,SAMEA4621598,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2015,Single isolate,SAMEA4621598,Serosensitive,Serosensitive_63,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621358_fa,SAMEA4621358,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621358,Seroresistant,Seroresistant_123,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622239_fa,SAMEA4622239,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622239,Seroresistant,Seroresistant_21,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621981_fa,SAMEA4621981,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621981,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621923_fa,SAMEA4621923,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621923,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4622191_fa,SAMEA4622191,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622191,Seroresistant,Seroresistant_72,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620733_fa,SAMEA4620733,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4620733,Seroresistant,Seroresistant_227,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620594_fa,SAMEA4620594,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2015,Single isolate,SAMEA4620594,Seroresistant,Seroresistant_229,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622258_fa,SAMEA4622258,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622258,Seroresistant,Seroresistant_47,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620321_fa,SAMEA4620321,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620321,Seroresistant,Seroresistant_9,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621743_fa,SAMEA4621743,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621743,Seroresistant,Seroresistant_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621590_fa,SAMEA4621590,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621590,Seroresistant,Seroresistant_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622215_fa,SAMEA4622215,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622215,Seroresistant,Seroresistant_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622066_fa,SAMEA4622066,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622066,Seroresistant,Seroresistant_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620797_fa,SAMEA4620797,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4620797,Seroresistant,Seroresistant_13,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621043_fa,SAMEA4621043,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621043,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4622013_fa,SAMEA4622013,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622013,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4622402_fa,SAMEA4622402,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622402,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4621333_fa,SAMEA4621333,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621333,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4620438_fa,SAMEA4620438,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620438,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4620930_fa,SAMEA4620930,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620930,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4620563_fa,SAMEA4620563,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620563,Seroresistant,Seroresistant_2,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4622001_fa,SAMEA4622001,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622001,Seroresistant,Seroresistant_90,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622320_fa,SAMEA4622320,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4622320,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621062_fa,SAMEA4621062,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4621062,Seroresistant,Seroresistant_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621212_fa,SAMEA4621212,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4621212,Serosensitive,Serosensitive_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621552_fa,SAMEA4621552,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621552,Serosensitive,Serosensitive_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620922_fa,SAMEA4620922,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620922,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621334_fa,SAMEA4621334,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621334,Serosensitive,Serosensitive_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622054_fa,SAMEA4622054,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622054,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621711_fa,SAMEA4621711,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621711,Serosensitive,Serosensitive_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621126_fa,SAMEA4621126,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621126,Serosensitive,Serosensitive_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620531_fa,SAMEA4620531,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620531,Serosensitive,Serosensitive_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620678_fa,SAMEA4620678,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4620678,Serosensitive,Serosensitive_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621322_fa,SAMEA4621322,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2015,Single isolate,SAMEA4621322,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621655_fa,SAMEA4621655,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621655,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620275_fa,SAMEA4620275,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620275,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621720_fa,SAMEA4621720,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621720,Seroresistant,Seroresistant_37,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622109_fa,SAMEA4622109,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622109,Seroresistant,Seroresistant_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622156_fa,SAMEA4622156,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622156,Seroresistant,Seroresistant_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620341_fa,SAMEA4620341,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620341,Seroresistant,Seroresistant_3,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620387_fa,SAMEA4620387,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620387,Seroresistant,Seroresistant_28,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620789_fa,SAMEA4620789,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620789,Seroresistant,Seroresistant_5,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620557_fa,SAMEA4620557,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620557,Seroresistant,Seroresistant_85,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620570_fa,SAMEA4620570,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620570,Seroresistant,Seroresistant_1,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622762_fa,SAMEA4622762,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622762,Seroresistant,Seroresistant_152,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622397_fa,SAMEA4622397,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622397,Seroresistant,Seroresistant_152,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620526_fa,SAMEA4620526,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4620526,Seroresistant,Seroresistant_72,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622462_fa,SAMEA4622462,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4622462,Serosensitive,Serosensitive_10,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620654_fa,SAMEA4620654,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620654,Seroresistant,Seroresistant_82,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4622875_fa,SAMEA4622875,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622875,Seroresistant,Seroresistant_82,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4622603_fa,SAMEA4622603,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622603,Seroresistant,Seroresistant_82,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4620361_fa,SAMEA4620361,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620361,Seroresistant,Seroresistant_47,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621955_fa,SAMEA4621955,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621955,Seroresistant,Seroresistant_82,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4620458_fa,SAMEA4620458,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620458,Seroresistant,Seroresistant_82,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4622431_fa,SAMEA4622431,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622431,Seroresistant,Seroresistant_82,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent
SAMEA4620498_fa,SAMEA4620498,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620498,Seroresistant,Seroresistant_231,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Present,Absent
SAMEA4622036_fa,SAMEA4622036,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4622036,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621731_fa,SAMEA4621731,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621731,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620858_fa,SAMEA4620858,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620858,Seroresistant,Seroresistant_72,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620523_fa,SAMEA4620523,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620523,Seroresistant,Seroresistant_6,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620533_fa,SAMEA4620533,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4620533,Seroresistant,Seroresistant_230,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4622002_fa,SAMEA4622002,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2014,Single isolate,SAMEA4622002,Seroresistant,Seroresistant_78,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4621380_fa,SAMEA4621380,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4621380,Seroresistant,Seroresistant_7,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent,Absent,Absent
SAMEA4620411_fa,SAMEA4620411,Moraxella catarrhalis,Drakenstein,Drakenstein,South Africa,2013,Single isolate,SAMEA4620411,Seroresistant,Seroresistant_85,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent,Absent,Absent
