Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# Ns per 100 kbp
SAMEA4622468.assembly	18	12	11	9	9	6	1910602	1908595	1906093	1892893	1892893	1795610	13	609897	1909287	41.55	386868	224354	2	4	0.00
SAMEA4622574.assembly	24	15	9	6	6	5	1903414	1899375	1880582	1860811	1860811	1832990	18	663191	1901650	41.49	455910	355135	2	3	0.00
SAMEA4622981.assembly	20	13	7	6	5	5	1867148	1865147	1850452	1844731	1819794	1819794	14	674384	1865698	41.68	441941	348980	2	3	0.00
SAMEA4622577.assembly	18	13	9	8	8	7	1876982	1875684	1861828	1856095	1856095	1816392	14	468951	1876248	41.63	348103	227718	3	4	0.00
SAMEA4621695.assembly	33	16	8	7	7	6	1913849	1907994	1892390	1886657	1886657	1846833	20	454356	1910884	41.63	352634	228075	3	4	0.00
SAMEA4621658.assembly	69	28	15	12	8	8	1895672	1884346	1854627	1830050	1757025	1757025	33	431698	1888048	41.46	268148	170257	3	5	0.00
SAMEA4622610.assembly	38	17	9	6	6	6	1892642	1883938	1864978	1848682	1848682	1848682	25	656448	1889316	41.48	471830	357542	2	3	0.00
SAMEA4622629.assembly	32	16	10	9	7	6	1946337	1939989	1923476	1917742	1880704	1845099	19	432563	1942522	41.53	349815	271962	3	4	0.00
SAMEA4621676.assembly	35	18	13	10	9	8	1874532	1869710	1855803	1838548	1828229	1794076	20	414978	1870972	41.53	347411	229296	3	5	0.00
SAMEA4622604.assembly	26	18	11	10	10	8	1878070	1875632	1856347	1850614	1850614	1769014	20	416055	1876705	41.63	306850	158387	3	5	0.00
SAMEA4621706.assembly	23	15	9	8	8	8	1841691	1839636	1822738	1817005	1817005	1817005	16	468427	1840210	41.68	244272	158313	3	5	0.00
SAMEA4622619.assembly	33	15	7	5	5	5	1899426	1893051	1876051	1863976	1863976	1863976	20	690367	1896744	41.62	470114	356594	2	3	0.00
SAMEA4622632.assembly	29	17	8	7	6	6	1889771	1885022	1860992	1855260	1831172	1831172	20	685031	1887278	41.62	436321	353246	2	3	0.00
SAMEA4622531.assembly	32	18	13	11	11	8	1998812	1995018	1976761	1964501	1964501	1867472	18	441209	1995018	41.27	227677	190549	3	6	0.00
SAMEA4622603.assembly	57	29	15	11	10	8	2036621	2027579	2000027	1976269	1965348	1881799	35	460212	2031863	41.21	260004	229136	3	5	0.00
SAMEA4622615.assembly	20	15	8	7	7	7	1837344	1835590	1812967	1807234	1807234	1807234	17	464605	1836760	41.66	347186	227845	3	4	0.00
SAMEA4621716.assembly	48	23	12	7	6	6	1892496	1881988	1859725	1824444	1808011	1808011	33	652852	1888729	41.47	472037	229329	2	4	0.00
SAMEA4622616.assembly	7	6	5	4	4	4	1827075	1826793	1825482	1819749	1819749	1819749	6	1116808	1826793	41.69	1116808	347042	1	2	0.00
SAMEA4621727.assembly	53	27	15	14	11	9	1966715	1956937	1925034	1917392	1869753	1779615	35	347474	1962711	41.45	209980	134584	4	7	0.00
SAMEA4621728.assembly	42	22	16	10	10	9	1977192	1970476	1953885	1915044	1915044	1875043	27	469056	1973728	41.45	239304	170350	3	6	0.00
SAMEA4622635.assembly	76	35	22	15	13	11	1928082	1909245	1881486	1830862	1795068	1719857	51	459621	1921993	41.48	178690	103596	4	7	0.00
SAMEA4622634.assembly	24	15	11	10	10	7	1961288	1956971	1944814	1939093	1939093	1833820	20	478221	1960391	41.45	310739	178023	3	5	0.00
SAMEA4621733.assembly	21	14	11	9	9	7	1910236	1908237	1895742	1881379	1881379	1811540	15	463359	1908988	41.45	249860	210920	3	5	0.00
SAMEA4622646.assembly	12	8	7	6	6	5	1819667	1818966	1816986	1811253	1811253	1785387	8	1092307	1818966	41.71	1092307	347736	1	2	0.00
SAMEA4622644.assembly	7	6	5	4	4	4	1828099	1827817	1826590	1820857	1820857	1820857	6	1116365	1827817	41.70	1116365	348456	1	2	0.00
SAMEA4622622.assembly	39	24	14	12	9	7	2026487	2018806	1992822	1982132	1935824	1859725	31	449545	2024310	41.44	316498	191318	3	5	0.00
SAMEA4622640.assembly	7	6	5	4	4	4	1845765	1845483	1844176	1838506	1838506	1838506	6	1136526	1845483	41.64	1136526	345755	1	2	0.00
SAMEA4621750.assembly	17	12	8	7	7	7	1837802	1836504	1822648	1816915	1816915	1816915	13	468895	1837068	41.68	348103	227718	3	4	0.00
SAMEA4622626.assembly	19	11	6	5	5	5	1851938	1850368	1838021	1832388	1832388	1832388	11	654021	1850368	41.56	464455	356729	2	3	0.00
SAMEA4621754.assembly	23	13	9	7	6	6	1836984	1835023	1822401	1809011	1784362	1784362	13	646330	1835023	41.70	442141	348864	2	3	0.00
SAMEA4621756.assembly	19	12	9	8	8	7	1908531	1906913	1894663	1889181	1889181	1863551	12	491172	1906913	41.45	347344	227677	3	4	0.00
SAMEA4621810.assembly	37	21	13	12	9	7	1956676	1950641	1930407	1924877	1879747	1796069	26	463667	1954076	41.61	277842	173348	3	5	0.00
SAMEA4622750.assembly	30	16	12	10	8	8	1898730	1894154	1883260	1870835	1834263	1834263	20	441151	1896497	41.61	331720	177957	3	5	0.00
SAMEA4622690.assembly	17	12	8	7	7	7	1837817	1836519	1822663	1816930	1816930	1816930	13	468899	1837083	41.68	348103	227718	3	4	0.00
SAMEA4622637.assembly	37	19	11	10	9	9	1928649	1923519	1902205	1896472	1874837	1874837	22	457176	1925218	41.50	244098	167334	3	6	0.00
SAMEA4622641.assembly	25	16	10	8	7	7	1877156	1874955	1857095	1846236	1821759	1821759	16	452558	1874955	41.64	354289	231688	3	4	0.00
SAMEA4621777.assembly	29	15	10	9	8	7	1878628	1873115	1855261	1849527	1833094	1793217	19	455609	1876046	41.51	280007	219302	3	5	0.00
SAMEA4622663.assembly	30	20	14	11	8	7	1962263	1958027	1944085	1922719	1874457	1827590	23	568305	1960169	41.56	283639	166515	3	5	0.00
SAMEA4622647.assembly	49	21	14	11	9	7	2036333	2027364	2009220	1988335	1956575	1881874	26	689213	2031090	41.40	349856	206375	2	5	0.00
SAMEA4622670.assembly	53	30	17	15	14	11	2020809	2012610	1984556	1970193	1953798	1861998	37	456849	2017317	41.45	186694	138317	4	7	0.00
SAMEA4621764.assembly	30	16	12	10	8	8	1898736	1894160	1883266	1870841	1834269	1834269	20	441157	1896503	41.61	331720	177957	3	5	0.00
SAMEA4622744.assembly	44	24	15	14	12	9	2105239	2095243	2072397	2065702	2021908	1912280	36	546099	2103389	41.28	284580	231628	3	5	0.00
SAMEA4622658.assembly	17	10	8	7	6	5	1943458	1940967	1937921	1932516	1917705	1870922	11	851566	1941704	41.48	349852	309794	2	3	0.00
SAMEA4621799.assembly	40	23	15	13	8	7	1970354	1963617	1945489	1933270	1859080	1812392	29	656187	1967870	41.44	361366	210889	2	4	0.00
SAMEA4622665.assembly	27	15	7	6	5	5	1905594	1902370	1883837	1878105	1865683	1865683	17	688891	1903526	41.59	473885	356284	2	3	0.00
SAMEA4621773.assembly	26	17	8	6	6	5	1944654	1942190	1922011	1908063	1908063	1862678	18	710775	1942693	41.40	456381	347868	2	3	0.00
SAMEA4622778.assembly	20	12	10	9	8	8	1840741	1838177	1832890	1827156	1815205	1815205	13	451128	1839135	41.63	285698	227597	3	4	0.00
SAMEA4622652.assembly	28	16	9	8	7	7	1928459	1924651	1906213	1900480	1884715	1884715	19	648750	1926506	41.53	459826	348332	2	3	0.00
SAMEA4622794.assembly	17	13	8	7	7	6	1914069	1912590	1899753	1894018	1894018	1853689	14	461314	1913314	41.56	352722	227283	3	4	0.00
SAMEA4622666.assembly	22	13	10	8	7	7	1906223	1902423	1893366	1881175	1864752	1864752	16	654432	1904531	41.49	455070	230283	2	4	0.00
SAMEA4621776.assembly	21	13	8	7	7	7	1899528	1896112	1881013	1875280	1875280	1875280	16	487371	1898242	41.54	464172	228075	2	4	0.00
SAMEA4622740.assembly	24	15	11	10	9	7	1964506	1960808	1950242	1944990	1920426	1829693	17	568305	1962412	41.55	283653	166515	3	5	0.00
SAMEA4621819.assembly	29	22	10	9	9	7	1971836	1969658	1944800	1939431	1939431	1855286	23	611188	1970285	41.43	260569	180487	3	5	0.00
SAMEA4622648.assembly	33	19	6	5	5	5	1878010	1873321	1841041	1835307	1835307	1835307	22	680943	1875345	41.63	460195	346256	2	3	0.00
SAMEA4621770.assembly	61	25	15	12	11	7	1967433	1955395	1935363	1915817	1891120	1728943	34	623870	1961579	41.52	261266	157916	3	5	0.00
SAMEA4622645.assembly	54	33	22	20	19	14	1988611	1980046	1954392	1940029	1916055	1749975	39	432642	1984880	41.43	157307	64617	5	10	0.00
SAMEA4621824.assembly	10	7	6	5	5	4	1850303	1849811	1848500	1842767	1842767	1817606	7	1115380	1849811	41.63	1115380	347040	1	2	0.00
SAMEA4622728.assembly	37	16	8	5	5	5	1893017	1884313	1865352	1849055	1849055	1849055	24	656449	1889691	41.48	471823	357542	2	3	0.00
SAMEA4622675.assembly	32	13	8	6	6	5	1896036	1887612	1876645	1862937	1862937	1823359	19	656368	1892471	41.47	461384	348314	2	3	0.00
SAMEA4621815.assembly	29	19	9	8	7	7	1918840	1914671	1885171	1879450	1861470	1861470	22	470838	1916848	41.66	348678	220834	3	4	0.00
SAMEA4621813.assembly	35	18	8	5	5	5	1882195	1877149	1858433	1836029	1836029	1836029	21	679272	1879247	41.63	462607	346315	2	3	0.00
SAMEA4622802.assembly	32	15	10	9	6	6	1881943	1875741	1869272	1863637	1807062	1807062	18	653238	1878248	41.51	457063	229826	2	4	0.00
SAMEA4621791.assembly	27	15	8	8	7	6	1879300	1874263	1852927	1852927	1836494	1796617	19	653600	1877194	41.51	455609	218018	2	4	0.00
SAMEA4621796.assembly	43	16	10	9	7	6	1908093	1900054	1885841	1880827	1845882	1810212	18	431662	1901718	41.49	349762	231780	3	4	0.00
SAMEA4622706.assembly	25	15	10	6	6	6	1863318	1859546	1844710	1817056	1817056	1817056	18	467821	1861416	41.66	359394	228066	3	4	0.00
SAMEA4622707.assembly	33	17	9	8	7	6	1892969	1887978	1864762	1859028	1835012	1799422	19	494971	1889317	41.54	349657	227899	3	4	0.00
SAMEA4621811.assembly	44	28	14	12	12	12	1868597	1863437	1827375	1814843	1814843	1814843	30	348678	1864854	41.67	201784	92667	4	7	0.00
SAMEA4622660.assembly	18	13	6	5	5	5	1917938	1915974	1898712	1892991	1892991	1892991	15	725870	1917122	41.67	463532	349124	2	3	0.00
SAMEA4622720.assembly	10	8	6	5	4	4	1820530	1820143	1816142	1810409	1787255	1787255	8	1095590	1820143	41.69	1095590	347339	1	2	0.00
SAMEA4622762.assembly	17	11	8	7	7	6	1829224	1826781	1821496	1815762	1815762	1788755	13	429055	1828355	41.63	348320	240414	3	4	0.00
SAMEA4622752.assembly	13	11	8	7	7	7	1840691	1840086	1828560	1822890	1822890	1822890	11	458356	1840086	41.62	357534	228436	3	4	0.00
SAMEA4622674.assembly	35	15	7	5	5	5	1899640	1893062	1876062	1863987	1863987	1863987	20	690398	1896760	41.62	470113	356594	2	3	0.00
SAMEA4622708.assembly	9	7	7	6	6	6	1828170	1827325	1827325	1821592	1821592	1821592	8	889444	1827888	41.71	347449	227740	2	3	0.00
SAMEA4622769.assembly	36	17	9	6	6	6	1897629	1890058	1870544	1849797	1849797	1849797	23	656928	1894298	41.45	471156	357658	2	3	0.00
SAMEA4622695.assembly	27	13	7	6	5	5	1898457	1892266	1878676	1872943	1854564	1854564	19	656080	1896613	41.47	477828	357581	2	3	0.00
SAMEA4621825.assembly	50	31	21	16	13	8	2030795	2022062	2005074	1968358	1918693	1724904	38	348991	2027857	41.34	211116	126487	4	7	0.00
SAMEA4621833.assembly	18	14	10	9	9	7	1839160	1837128	1821212	1815479	1815479	1722326	15	462160	1837982	41.62	349212	166104	3	4	0.00
SAMEA4621759.assembly	37	17	8	7	7	7	1871463	1865528	1843460	1837726	1837726	1837726	20	457505	1868063	41.63	347313	228009	3	4	0.00
SAMEA4622787.assembly	27	13	7	6	5	5	1898773	1892581	1878992	1873259	1854879	1854879	19	656495	1896929	41.47	477723	357582	2	3	0.00
SAMEA4620282.assembly	35	19	9	8	7	7	1927673	1922441	1898097	1892364	1871081	1871081	22	452291	1924140	41.50	335426	194776	3	5	0.00
SAMEA4622756.assembly	10	7	6	5	5	5	1857575	1856751	1855440	1849707	1849707	1849707	7	1158592	1856751	41.59	1158592	285538	1	2	0.00
SAMEA4621852.assembly	69	27	14	10	7	7	1896231	1885696	1853172	1819146	1766739	1766739	31	422059	1888609	41.47	337828	170257	3	5	0.00
SAMEA4620285.assembly	40	18	10	6	6	6	1892085	1883149	1864188	1840101	1840101	1840101	26	656448	1888527	41.48	471838	357542	2	3	0.00
SAMEA4622780.assembly	37	17	12	10	10	10	1884122	1874966	1861615	1846231	1846231	1846231	24	459664	1880513	41.61	209331	158361	4	6	0.00
SAMEA4620284.assembly	53	21	10	8	5	5	1898952	1889131	1864717	1847929	1791291	1791291	25	658027	1892310	41.46	431701	337828	2	3	0.00
SAMEA4620273.assembly	33	14	8	7	7	7	1898201	1892218	1872792	1867058	1867058	1867058	16	511174	1893494	41.53	348171	228009	3	4	0.00
SAMEA4620281.assembly	40	20	13	12	9	7	1957393	1950185	1931141	1925611	1880235	1796557	26	463692	1954363	41.61	277885	173348	3	5	0.00
SAMEA4621826.assembly	38	17	12	11	8	7	1916403	1908531	1890937	1885220	1840155	1796297	23	463658	1912742	41.66	277658	173348	3	5	0.00
SAMEA4621857.assembly	25	17	9	6	6	6	1900247	1897452	1881866	1861571	1861571	1861571	20	687594	1899322	41.61	396788	356293	2	3	0.00
SAMEA4621880.assembly	10	7	7	6	6	6	1887216	1885785	1885785	1880052	1880052	1880052	8	663191	1886756	41.67	345755	222851	2	4	0.00
SAMEA4620291.assembly	42	23	16	10	10	9	1977092	1970314	1952121	1913281	1913281	1873280	28	469026	1973592	41.45	239303	170349	3	6	0.00
SAMEA4620289.assembly	12	10	5	5	5	5	1846911	1846067	1830897	1830897	1830897	1830897	11	658768	1846632	41.61	463988	347644	2	3	0.00
SAMEA4621886.assembly	24	16	12	11	8	8	1871091	1868453	1856653	1850920	1788962	1788962	19	432775	1870194	41.61	284573	174793	3	5	0.00
SAMEA4620298.assembly	24	17	12	10	9	7	1907851	1904765	1888893	1874530	1858138	1803506	20	663823	1906789	41.45	456085	157544	2	4	0.00
SAMEA4620305.assembly	20	12	8	7	5	5	1850614	1847411	1840945	1835211	1805995	1805995	15	657399	1849306	41.57	455500	348113	2	3	0.00
SAMEA4621881.assembly	20	13	9	7	7	7	1908830	1907319	1892519	1878987	1878987	1878987	13	491954	1907319	41.44	466867	227646	2	4	0.00
SAMEA4620297.assembly	7	6	5	4	4	4	1864286	1864004	1862695	1856962	1856962	1856962	6	1165665	1864004	41.55	1165665	346991	1	2	0.00
SAMEA4621841.assembly	15	11	8	7	7	7	1840801	1839960	1828433	1822700	1822700	1822700	11	457682	1839960	41.62	357642	228438	3	4	0.00
SAMEA4620275.assembly	31	15	10	9	6	6	1881656	1875572	1869103	1863468	1806893	1806893	18	653238	1878079	41.51	456792	229826	2	4	0.00
SAMEA4621878.assembly	29	20	15	14	13	10	1829895	1826964	1808949	1803216	1783029	1688331	21	347360	1827817	41.67	157345	106718	4	7	0.00
SAMEA4621929.assembly	29	15	10	9	8	7	1888363	1882850	1864994	1859260	1842827	1802950	19	453623	1885781	41.52	280002	227712	3	5	0.00
SAMEA4621907.assembly	41	23	12	8	7	5	1973126	1965958	1941555	1915351	1897584	1820604	29	779375	1969911	41.37	378072	214058	2	4	0.00
SAMEA4620353.assembly	24	14	9	7	6	6	1862783	1858898	1843161	1831012	1806892	1806892	15	884379	1859823	41.60	345902	227788	2	3	0.00
SAMEA4620295.assembly	36	17	9	6	6	5	1937468	1929941	1910427	1889681	1889681	1849857	23	656926	1934181	41.41	471153	357700	2	3	0.00
SAMEA4620306.assembly	35	15	8	7	6	6	1897133	1891536	1872181	1866447	1843754	1843754	17	680970	1892869	41.53	403742	348172	2	3	0.00
SAMEA4621904.assembly	20	14	11	10	9	7	1964944	1962445	1955315	1949923	1931674	1851552	16	824407	1964039	41.61	283907	233422	2	4	0.00
SAMEA4620292.assembly	19	14	6	5	5	5	1866286	1864278	1845385	1839664	1839664	1839664	15	674343	1864842	41.68	461251	348892	2	3	0.00
SAMEA4620335.assembly	39	18	12	10	7	5	1970168	1963657	1948739	1936677	1884458	1806597	22	792263	1966545	41.44	356905	210867	2	4	0.00
SAMEA4621970.assembly	25	13	9	6	6	6	1843039	1839905	1826534	1805353	1805353	1805353	15	462249	1841037	41.60	346237	227809	3	4	0.00
SAMEA4620324.assembly	22	14	9	7	6	6	1890045	1886563	1871766	1857266	1846239	1846239	16	676098	1888305	41.62	406379	353363	2	3	0.00
SAMEA4620315.assembly	40	22	10	8	7	7	1839116	1833106	1805788	1794051	1773316	1773316	26	436694	1836041	41.55	296491	210809	3	5	0.00
SAMEA4620308.assembly	36	17	9	6	6	5	1937066	1929538	1910024	1889277	1889277	1849453	23	656506	1933778	41.41	471148	357700	2	3	0.00
SAMEA4621890.assembly	36	19	9	8	7	7	1906583	1901418	1879352	1873619	1860263	1860263	23	455403	1903884	41.59	356358	227895	3	4	0.00
SAMEA4620290.assembly	34	18	11	9	6	6	1876697	1871987	1856833	1845665	1789209	1789209	21	680302	1874059	41.56	435173	209537	2	4	0.00
SAMEA4621902.assembly	44	26	10	10	10	10	1868597	1860696	1821191	1821191	1821191	1821191	32	448471	1864942	41.67	241415	134140	3	6	0.00
SAMEA4620330.assembly	51	22	12	11	10	8	1922047	1911359	1883779	1875989	1859562	1774273	31	427793	1917413	41.49	287902	170558	3	5	0.00
SAMEA4621955.assembly	63	30	14	10	10	8	2033808	2023972	1989433	1965336	1965336	1881787	35	460176	2027748	41.22	260004	229136	3	5	0.00
SAMEA4620365.assembly	33	19	6	5	5	5	1878915	1874227	1841946	1836212	1836212	1836212	22	680857	1876251	41.62	460123	346261	2	3	0.00
SAMEA4620326.assembly	30	18	13	11	9	6	2005794	2000806	1988261	1977395	1938280	1828381	24	806491	2004470	41.45	313093	233012	2	4	0.00
SAMEA4622765.assembly	31	16	7	6	6	5	1888343	1882989	1862404	1856671	1856671	1821184	19	656863	1885578	41.52	462044	347448	2	3	0.00
SAMEA4620288.assembly	35	18	10	9	9	7	1972080	1967205	1945366	1939632	1939632	1864097	21	470036	1969427	41.37	284910	220003	3	5	0.00
SAMEA4621901.assembly	32	16	9	6	6	6	1900807	1893962	1879160	1861703	1861703	1861703	21	686522	1897753	41.61	398749	356416	2	3	0.00
SAMEA4621987.assembly	22	14	9	8	7	7	1869030	1865714	1850422	1844689	1833813	1833813	16	464709	1867202	41.61	347411	227857	3	4	0.00
SAMEA4621914.assembly	36	16	9	8	7	7	1929156	1920653	1902822	1897089	1881503	1881503	22	485546	1925238	41.46	348457	228076	3	4	0.00
SAMEA4620319.assembly	21	13	8	7	6	6	1890035	1886553	1871754	1866022	1854997	1854997	15	684867	1888296	41.62	406384	353363	2	3	0.00
SAMEA4620322.assembly	51	25	17	11	8	8	1890724	1880171	1860953	1821075	1774530	1774530	34	425259	1886415	41.48	324142	169327	3	5	0.00
SAMEA4620307.assembly	28	16	10	8	8	7	1952088	1947821	1933487	1921325	1921325	1881548	17	484913	1948746	41.48	346752	228092	3	4	0.00
SAMEA4620327.assembly	64	16	12	10	8	7	1929706	1912446	1901213	1889735	1840421	1814729	26	431998	1919672	41.65	345382	324845	3	4	0.00
SAMEA4620341.assembly	28	15	11	10	9	8	1891427	1886626	1872575	1866940	1856522	1815632	18	456425	1888892	41.53	295861	230454	3	5	0.00
SAMEA4620309.assembly	23	14	7	5	5	5	1843576	1839336	1826676	1812964	1812964	1812964	19	644299	1842561	41.55	465189	358003	2	3	0.00
SAMEA4620347.assembly	26	14	7	6	6	6	1843443	1840009	1820321	1814588	1814588	1814588	15	582677	1840705	41.61	455808	347384	2	3	0.00
SAMEA4620351.assembly	68	28	14	11	8	7	1896401	1885993	1853300	1828723	1776316	1742579	32	652093	1889173	41.46	337828	168948	2	4	0.00
SAMEA4622017.assembly	31	17	9	6	6	5	1904567	1899629	1882541	1862239	1862239	1825919	19	654628	1901279	41.48	454744	348160	2	3	0.00
SAMEA4620303.assembly	105	21	9	8	8	6	1890972	1864549	1836662	1830930	1830930	1767183	32	436098	1872596	41.64	353168	235869	3	4	0.00
SAMEA4620270.assembly	45	23	12	9	8	7	2037134	2028725	2007659	1989097	1966274	1926456	31	672208	2034158	41.30	469122	192363	2	4	0.00
SAMEA4621954.assembly	19	13	9	8	8	6	1839977	1838579	1822706	1817205	1817205	1764039	13	421869	1838579	41.63	349170	227622	3	4	0.00
SAMEA4621958.assembly	29	17	8	5	5	5	1848930	1844176	1825023	1804270	1804270	1804270	21	643463	1847128	41.52	456767	359508	2	3	0.00
SAMEA4620277.assembly	18	12	10	9	9	9	1910999	1908522	1903662	1897929	1897929	1897929	15	487131	1910474	41.47	228068	186609	3	5	0.00
SAMEA4620302.assembly	36	20	12	10	9	8	1939830	1931899	1913116	1898815	1877726	1834899	26	583874	1936693	41.36	397320	209506	2	4	0.00
SAMEA4620337.assembly	44	18	10	7	6	6	1893245	1882211	1863971	1846174	1829642	1829642	30	655438	1890024	41.46	471539	229986	2	4	0.00
SAMEA4620380.assembly	25	14	9	7	6	6	1863177	1859187	1844930	1832830	1808709	1808709	15	445957	1860112	41.60	345869	231887	3	4	0.00
SAMEA4620333.assembly	21	13	8	7	6	6	1890048	1886566	1871768	1866036	1855010	1855010	15	684868	1888309	41.62	406383	353363	2	3	0.00
SAMEA4620344.assembly	13	10	6	5	5	5	1859694	1858930	1846439	1840769	1840769	1840769	10	686797	1858930	41.69	453874	347278	2	3	0.00
SAMEA4620372.assembly	34	20	9	7	7	6	1878592	1873753	1851585	1838228	1838228	1812378	24	435014	1876534	41.62	346261	332855	3	4	0.00
SAMEA4622027.assembly	28	15	10	7	5	5	1902870	1898608	1886524	1865799	1830755	1830755	17	663986	1900112	41.50	454962	347918	2	3	0.00
SAMEA4620342.assembly	36	17	9	6	6	5	1937064	1929536	1910023	1889277	1889277	1849453	23	656515	1933776	41.41	471160	357700	2	3	0.00
SAMEA4620349.assembly	40	20	13	12	9	7	1956990	1949782	1930738	1925208	1879832	1796154	26	463710	1953960	41.61	277885	173348	3	5	0.00
SAMEA4620352.assembly	13	10	6	5	5	5	1859704	1858940	1846449	1840778	1840778	1840778	10	686797	1858940	41.69	453887	347278	2	3	0.00
SAMEA4620328.assembly	18	12	10	9	9	9	1911050	1908573	1903757	1898024	1898024	1898024	15	487180	1910525	41.47	228068	186653	3	5	0.00
SAMEA4622035.assembly	9	7	7	6	6	6	1835450	1834605	1834605	1828931	1828931	1828931	8	908938	1835168	41.64	347088	227858	2	3	0.00
SAMEA4620286.assembly	35	17	11	9	7	6	1903438	1895763	1882932	1871534	1842387	1806067	21	654641	1899281	41.48	454255	230087	2	4	0.00
SAMEA4620345.assembly	25	19	9	8	8	6	1975055	1973054	1949514	1944146	1944146	1859938	20	611188	1973681	41.44	445369	222937	2	4	0.00
SAMEA4620364.assembly	26	14	7	6	6	6	1843020	1839586	1819898	1814165	1814165	1814165	15	582258	1840282	41.61	455803	347384	2	3	0.00
SAMEA4620373.assembly	47	23	18	17	14	12	1878595	1869345	1859059	1853424	1802773	1742137	28	394742	1873697	41.51	166629	97493	4	8	0.00
SAMEA4621931.assembly	38	20	10	10	9	9	1928683	1923553	1896507	1896507	1874872	1874872	23	457174	1925252	41.50	244098	167334	3	6	0.00
SAMEA4620374.assembly	33	17	9	8	8	6	1972729	1968374	1948774	1943040	1943040	1867528	19	703761	1970076	41.37	461968	218700	2	4	0.00
SAMEA4620386.assembly	27	19	11	9	7	7	1858712	1855559	1832896	1822038	1781482	1781482	20	500767	1856493	41.63	276549	210813	3	4	0.00
SAMEA4620317.assembly	28	16	10	8	8	7	1951666	1947400	1933067	1920905	1920905	1881128	17	484494	1948325	41.48	346752	228092	3	4	0.00
SAMEA4622028.assembly	33	21	13	11	10	9	2065012	2061623	2037586	2025121	2001139	1959258	22	630307	2062251	41.48	471311	171188	2	4	0.00
SAMEA4620360.assembly	55	24	13	10	9	6	1936232	1925229	1899930	1878412	1853703	1749160	33	619149	1931624	41.48	357935	214051	2	4	0.00
SAMEA4621985.assembly	44	17	10	8	8	8	1899058	1890254	1873153	1861078	1861078	1861078	23	470105	1894626	41.63	243479	210963	3	5	0.00
SAMEA4620389.assembly	26	15	9	7	6	6	1863226	1859236	1843737	1831637	1807506	1807506	16	678332	1860161	41.60	435576	345902	2	3	0.00
SAMEA4621974.assembly	36	19	15	11	11	8	1964937	1959031	1948533	1918744	1918744	1804371	22	404399	1961106	41.50	356335	160065	3	5	0.00
SAMEA4621921.assembly	31	20	14	12	11	9	1947491	1943781	1929307	1914944	1890970	1838989	22	437253	1945239	41.48	242670	158386	3	6	0.00
SAMEA4622078.assembly	41	19	12	9	8	6	2018682	2010322	1991129	1971575	1949209	1859195	24	431386	2014230	41.29	361592	233376	3	5	0.00
SAMEA4620385.assembly	30	14	11	9	8	7	1946798	1940266	1932964	1921798	1905413	1865440	18	655142	1943501	41.46	456989	230672	2	4	0.00
SAMEA4620382.assembly	18	14	6	5	5	5	1837989	1836799	1812867	1807134	1807134	1807134	15	651139	1837405	41.66	464632	347186	2	3	0.00
SAMEA4620329.assembly	32	15	11	9	9	9	1902892	1896664	1883720	1872323	1872323	1872323	18	448943	1898914	41.48	229791	204009	3	5	0.00
SAMEA4620395.assembly	10	9	8	7	7	5	1867944	1867662	1866435	1860702	1860702	1807281	9	1104750	1867662	41.72	1104750	221194	1	3	0.00
SAMEA4622021.assembly	24	17	12	10	9	7	1907241	1904156	1888284	1873921	1857529	1802896	20	663405	1906180	41.45	456026	157544	2	4	0.00
SAMEA4622101.assembly	36	16	12	11	7	7	1881665	1874997	1869812	1864177	1795368	1795368	19	456784	1877504	41.51	278179	231110	3	5	0.00
SAMEA4620362.assembly	245	84	48	41	26	12	1989683	1938607	1864039	1809914	1574021	1096640	117	157100	1961184	41.41	60148	26758	10	22	0.00
SAMEA4620387.assembly	12	10	6	5	5	5	1882411	1881910	1868296	1862562	1862562	1862562	10	656047	1881910	41.70	461802	347963	2	3	0.00
SAMEA4620388.assembly	26	20	9	8	8	6	1974704	1972703	1949164	1943796	1943796	1859602	21	611188	1973330	41.44	445373	222936	2	4	0.00
SAMEA4620363.assembly	17	12	8	6	6	6	1842884	1841726	1826850	1813082	1813082	1813082	12	655988	1841726	41.66	461875	347863	2	3	0.00
SAMEA4620398.assembly	74	31	15	13	9	8	1963857	1947205	1906840	1891426	1835306	1799974	41	468030	1955185	41.36	250761	179124	3	5	0.00
SAMEA4620311.assembly	34	16	8	5	5	5	1895232	1886952	1867834	1849277	1849277	1849277	24	655367	1892499	41.46	472239	357617	2	3	0.00
SAMEA4621930.assembly	51	30	23	19	15	12	1875555	1868588	1850571	1824717	1748014	1645817	34	397140	1871716	41.62	157053	76621	4	9	0.00
SAMEA4622009.assembly	7	6	5	4	4	4	1820876	1820594	1819286	1813553	1813553	1813553	6	1121967	1820594	41.69	1121967	347286	1	2	0.00
SAMEA4620358.assembly	44	21	12	8	8	7	1999593	1990433	1969706	1943336	1943336	1903633	29	485430	1995626	41.24	357617	233201	3	4	0.00
SAMEA4620325.assembly	18	12	10	9	9	9	1911049	1908572	1903712	1897979	1897979	1897979	15	487180	1910524	41.47	228068	186609	3	5	0.00
