filename	total_length	number	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
4136d0_contigs.fa	1873245	12	156103.75	1125033	312	11	5	1125033	1	388109	2	202643	3
415598_contigs.fa	1881821	75	25090.95	411480	317	128	6	236735	3	151757	5	102533	8
4188bf_contigs.fa	1940529	22	88205.86	267591	310	15	5	178759	5	149900	7	62061	11
41895f_contigs.fa	1912764	22	86943.82	516654	302	1	1	353708	3	131556	4	93055	7
418d09_contigs.fa	3543451	1075	3296.23	41142	269	41028	365	9209	109	5628	210	1248	461
4193ec_contigs.fa	1901164	9	211240.44	565157	367	5	5	527688	2	372986	3	292488	4
419589_contigs.fa	1826558	17	107444.59	543504	314	72	4	420816	2	161908	4	94729	7
41a090_contigs.fa	1816794	8	227099.25	988641	675	96	4	988641	1	174159	3	133934	5
41aecc_contigs.fa	3789515	1344	2819.58	47816	269	34765	492	9620	108	5051	213	1108	515
41b3bb_contigs.fa	1927263	24	80302.62	408999	467	9	1	289863	3	149224	5	51124	9
41c0f3_contigs.fa	1848491	8	231061.38	1031239	2051	1	1	1031239	1	367250	2	131997	4
41d9ef_contigs.fa	1790616	18	99478.67	382966	308	5	5	345169	3	162354	4	103072	7
4224bb_contigs.fa	1833239	12	152769.92	763779	563	106	4	352041	2	316275	3	109632	5
42414b_contigs.fa	1883417	9	209268.56	1070482	485	5	5	1070482	1	382210	2	128264	4
42472e_contigs.fa	1893979	12	157831.58	631128	314	3	3	375419	2	185890	4	144296	6
424c2f_contigs.fa	1855782	14	132555.86	530677	344	0	0	501840	2	161494	4	92521	7
425c4d_contigs.fa	1892458	14	135175.57	606530	399	1	1	354628	2	223241	4	157647	6
426e1e_contigs.fa	1858031	21	88477.67	984662	304	3	3	984662	1	364846	2	101503	5
4272a1_contigs.fa	1822785	18	101265.83	405651	443	1	1	243902	3	140405	5	78617	8
4279ad_contigs.fa	1934359	18	107464.39	544759	344	1	1	308354	3	127305	5	68082	8
4284e0_contigs.fa	1957440	27	72497.78	399839	462	1	1	280786	3	99854	6	47381	11
4289dc_contigs.fa	1969029	19	103633.11	451282	310	2	2	220517	3	149878	5	67643	9
428b10_contigs.fa	1792624	19	94348.63	503870	308	1	1	404354	2	129232	4	109246	7
42901c_contigs.fa	3715205	102	36423.58	943653	311	1488	12	87072	9	61613	19	29317	35
4292ef_contigs.fa	1888609	20	94430.45	548142	332	4	4	338369	3	190711	4	73020	7
429f32_contigs.fa	1832843	15	122189.53	427123	504	73	2	308735	3	297878	4	95029	7
42a245_contigs.fa	1883832	21	89706.29	407651	341	48	2	279721	3	113439	6	82822	10
42c361_contigs.fa	2022377	19	106440.89	461952	339	3	2	275075	3	221630	5	112171	8
42d2eb_contigs.fa	1812475	15	120831.67	696882	309	0	0	343674	2	338751	3	118449	5
43087d_contigs.fa	1831157	25	73246.28	657697	328	122	8	153328	3	107507	6	62029	10
431d82_contigs.fa	1829264	18	101625.78	960798	315	2	2	960798	1	441288	2	117104	4
433b0d_contigs.fa	1794610	13	138046.92	862456	367	0	0	365157	2	148367	3	132865	5
434085_contigs.fa	1835312	26	70588.92	526374	328	10	6	160390	3	114592	6	76097	10
434d53_contigs.fa	1952498	27	72314.74	398590	300	0	0	287440	3	138467	5	57650	10
434d8c_contigs.fa	1790260	16	111891.25	664416	302	0	0	319058	2	270370	3	82571	7
435c77_contigs.fa	3559420	1311	2715.04	54407	269	49048	518	7071	142	3768	275	971	635
438f07_contigs.fa	1784118	14	127437.00	1101189	311	4	4	1101189	1	393637	2	117274	3
43ab44_contigs.fa	1810000	17	106470.59	508453	327	1	1	163361	3	129704	6	97880	9
43b56a_contigs.fa	1777551	16	111096.94	526645	404	26	6	368050	2	351684	3	70985	7
43ba40_contigs.fa	1901694	12	158474.50	565165	408	4	4	527765	2	373653	3	113163	5
43caac_contigs.fa	1773180	9	197020.00	994641	399	1	1	994641	1	363365	2	124505	4
43d1d0_contigs.fa	1917229	16	119826.81	647778	343	0	0	462357	2	309909	3	85979	6
43e157_contigs.fa	1832301	16	114518.81	514296	309	40	1	505716	2	411970	3	118165	5
43e805_contigs.fa	1893581	28	67627.89	290543	345	0	0	104994	6	89700	10	45938	15
43fd22_contigs.fa	1836711	12	153059.25	626671	452	3	3	395997	2	393212	3	106644	5
43ffe2_contigs.fa	1822881	13	140221.62	655151	328	3	3	193109	3	154831	5	141109	7
441cd6_contigs.fa	1934352	14	138168.00	619764	477	1	1	400298	2	226631	4	184944	5
4426f9_contigs.fa	1852634	11	168421.27	1075591	416	2	2	1075591	1	363722	2	118466	4
442778_contigs.fa	1997533	34	58750.97	247424	320	1	1	154492	5	137167	8	41615	12
442cd4_contigs.fa	1935512	28	69125.43	420509	367	3	3	289769	3	149209	5	51867	9
442dd9_contigs.fa	1817012	9	201890.22	611532	1406	12	2	424454	2	365764	3	132756	5
44324e_contigs.fa	1972943	26	75882.42	425801	323	0	0	264421	3	126407	6	59358	10
443cea_contigs.fa	1933097	24	80545.71	398151	357	9	1	317486	3	112030	5	41254	10
444714_contigs.fa	1917459	12	159788.25	1025045	300	3	3	1025045	1	378550	2	115638	5
444cb5_contigs.fa	1827112	12	152259.33	389314	463	0	0	310511	3	234383	4	112000	7
446bc1_contigs.fa	1763631	9	195959.00	994025	1668	3	3	994025	1	337051	2	119236	4
446cb5_contigs.fa	1793479	9	199275.44	1128764	389	8	3	1128764	1	323230	2	186493	3
4473d7_contigs.fa	1841569	22	83707.68	577111	312	3	3	375474	2	183112	4	41640	8
447474_contigs.fa	1855305	33	56221.36	532075	328	5	5	131468	4	111635	7	52112	12
447ab8_contigs.fa	1908982	11	173543.82	1037570	341	13	1	1037570	1	372147	2	145972	4
447bb9_contigs.fa	1851572	24	77148.83	364794	566	0	0	119089	5	107620	8	46254	13
44a8d4_contigs.fa	1895485	22	86158.41	555118	467	13	3	164253	3	111284	5	70247	10
44d161_contigs.fa	1810067	19	95266.68	542209	327	2	2	187269	3	115087	6	77238	9
44e1f1_contigs.fa	1783900	15	118926.67	578200	329	2	2	413755	2	338037	3	99713	6
44eb34_contigs.fa	1853280	13	142560.00	453315	316	2	2	365279	3	136081	4	115946	7
44fe83_contigs.fa	1769487	23	76934.22	508933	326	0	0	120746	3	103990	6	89170	9
4514b7_contigs.fa	1881150	12	156762.50	1054822	332	2	2	1054822	1	385939	2	141913	4
451812_contigs.fa	3530202	1362	2591.93	37736	269	33305	272	7007	136	3682	283	937	678
45185e_contigs.fa	3592354	1188	3023.87	50910	269	33329	289	8412	125	4374	244	1133	549
451ff6_contigs.fa	1849786	18	102765.89	980225	451	13	3	980225	1	384188	2	113276	5
4522f8_contigs.fa	1918931	17	112878.29	1047260	317	0	0	1047260	1	528987	2	122366	4
452f48_contigs.fa	1778943	17	104643.71	526494	467	0	0	372825	2	141223	4	62177	8
453b36_contigs.fa	1824456	21	86878.86	505945	314	3	3	420767	2	419348	3	95427	6
4545d6_contigs.fa	1870190	15	124679.33	1006526	341	93	3	1006526	1	397991	2	117088	4
454c59_contigs.fa	2625206	671	3912.38	224352	302	25911	188	67820	11	23476	22	1085	233
4552d9_contigs.fa	1769148	17	104067.53	380036	314	5	1	237901	3	133280	5	107812	8
455edb_contigs.fa	1768180	14	126298.57	735711	328	3	3	382089	2	136568	3	98794	6
456095_contigs.fa	3595859	1129	3184.99	55017	269	67358	592	8485	131	4243	251	1309	549
456215_contigs.fa	1820861	17	107109.47	526283	328	2	2	226675	3	123161	5	97119	8
456b1b_contigs.fa	1783657	11	162150.64	989119	332	44	2	989119	1	339576	2	114978	5
4573de_contigs.fa	1798521	25	71940.84	558506	328	0	0	355455	2	137666	4	102593	7
457c02_contigs.fa	1942858	29	66995.10	382635	302	20	5	163616	4	97298	7	52913	12
459888_contigs.fa	1977266	19	104066.63	533859	334	8	2	206049	3	134690	5	64282	9
45ac1a_contigs.fa	1770418	12	147534.83	994610	436	43	2	994610	1	388697	2	116184	4
45acf1_contigs.fa	1833790	14	130985.00	774507	327	1	1	408422	2	126305	3	106811	6
45ae28_contigs.fa	1872708	12	156059.00	611472	323	89	2	389518	2	168579	4	136391	6
45b30b_contigs.fa	1786175	13	137398.08	992615	597	1	1	992615	1	338914	2	100646	5
45ed9e_contigs.fa	1886570	24	78607.08	420875	305	1	1	172348	3	115891	6	36513	10
45f43d_contigs.fa	1859371	15	123958.07	946894	324	2	2	946894	1	139319	3	101101	6
4611cf_contigs.fa	1806783	11	164253.00	1001139	318	4	4	1001139	1	371668	2	106040	4
461a3c_contigs.fa	1835165	10	183516.50	1055226	347	6	6	1055226	1	368629	2	122491	4
4622e4_contigs.fa	1790625	9	198958.33	546120	459	1	1	476332	2	450657	3	141932	4
4635bb_contigs.fa	3592176	1344	2672.75	58573	269	109983	1486	8446	118	4121	240	1029	589
4646ab_contigs.fa	1919131	15	127942.07	1161253	407	0	0	1161253	1	280675	2	52055	5
4658bd_contigs.fa	2525845	629	4015.65	302937	301	23590	143	94716	7	29987	15	1025	172
465d09_contigs.fa	3705948	302	12271.35	112959	300	3956	46	49205	27	26001	47	11714	85
465f9c_contigs.fa	1837986	13	141383.54	996721	414	2	2	996721	1	376469	2	117270	4
46638f_contigs.fa	1792185	22	81462.95	548657	308	0	0	385538	2	355075	3	65474	7
46783f_contigs.fa	1815844	18	100880.22	392443	394	197	4	317231	3	142575	5	93186	8
4686a4_contigs.fa	1881121	17	110654.18	634581	309	35	4	458597	2	347157	3	120264	5
468ede_contigs.fa	1947503	21	92738.24	426398	371	224	2	254195	3	151449	5	69032	9
46938f_contigs.fa	1775144	13	136549.54	670840	323	1	1	363401	2	320854	3	124449	5
469b80_contigs.fa	1941362	32	60667.56	566075	306	2	2	186632	3	123136	6	60271	10
46a777_contigs.fa	3498771	254	13774.69	218580	308	5301	44	36650	24	18311	50	6947	111
46ac4d_contigs.fa	1859400	15	123960.00	559819	328	1	1	434395	2	141165	4	97090	7
46b46d_contigs.fa	1788436	8	223554.50	983992	338	2	2	983992	1	388156	2	128445	4
46bcf1_contigs.fa	1934242	25	77369.68	457296	357	2	2	306625	3	233696	4	95984	7
46c576_contigs.fa	1927913	22	87632.41	410176	357	13	5	324310	3	289631	4	94590	8
46d351_contigs.fa	3502210	1724	2031.44	33377	269	75276	620	4580	207	2417	417	783	929
46eabe_contigs.fa	1893736	15	126249.07	552401	386	2	2	450378	2	380530	3	87399	6
46ee37_contigs.fa	1809738	12	150811.50	544137	373	2	2	425745	2	376564	3	111012	6
46ef6e_contigs.fa	1872031	26	72001.19	385490	372	79	5	296458	3	275085	4	61857	8
470903_contigs.fa	1848851	9	205427.89	1008860	457	1	1	1008860	1	384251	2	130680	4
471356_contigs.fa	1891674	33	57323.45	525192	303	132	2	233999	3	155132	5	97296	8
4720a0_contigs.fa	1830012	16	114375.75	545344	455	107	2	503224	2	380947	3	110988	5
472123_contigs.fa	1900048	19	100002.53	471407	493	0	0	306683	3	234925	4	94545	7
473627_contigs.fa	2011549	40	50288.72	562830	334	1	1	132741	4	108266	7	50020	12
4754c8_contigs.fa	1894665	16	118416.56	1083512	329	1	1	1083512	1	376724	2	121533	4
477cfa_contigs.fa	1834140	11	166740.00	1044601	310	0	0	1044601	1	384463	2	114654	4
478a7f_contigs.fa	1835687	12	152973.92	1051167	332	3	3	1051167	1	373994	2	118558	4
47b15d_contigs.fa	1817809	9	201978.78	1038815	421	0	0	1038815	1	366866	2	118457	4
47bd16_contigs.fa	3658716	1335	2740.61	32887	269	37397	324	8432	128	4695	246	1008	551
47c5e9_contigs.fa	3660100	1353	2705.17	65703	265	69204	1001	8974	117	4707	232	1005	552
47c8e0_contigs.fa	1911254	34	56213.35	362121	317	1	1	289419	3	110346	5	35434	11
47db3e_contigs.fa	1817757	10	181775.70	1035816	432	2	2	1035816	1	365813	2	131954	4
47ec65_contigs.fa	1839531	19	96817.42	499172	314	0	0	261649	3	183698	4	104898	7
47f4fa_contigs.fa	1786043	9	198449.22	765759	6558	5	5	368935	2	241622	3	119630	5
47f643_contigs.fa	1932191	28	69006.82	527869	321	3	3	290903	3	236184	4	51564	8
4814df_contigs.fa	1856590	34	54605.59	407152	358	1	1	128772	4	104014	7	39592	12
482048_contigs.fa	1795397	21	85495.10	546173	365	4	4	394986	2	152483	4	80402	7
48379b_contigs.fa	1880818	20	94040.90	623494	789	0	0	376014	2	154156	4	82298	7
484783_contigs.fa	1934849	19	101834.16	301080	302	1	1	177302	4	151801	7	81213	10
485116_contigs.fa	2013588	25	80543.52	307084	320	0	0	195942	5	120793	7	62803	12
487278_contigs.fa	1930716	24	80446.50	410674	367	2	2	289804	3	149184	5	94758	8
487727_contigs.fa	1881421	14	134387.21	630988	408	14	6	350665	2	186286	4	134205	6
488666_contigs.fa	1834412	9	203823.56	901791	327	1	1	408377	2	408377	2	114898	5
48886c_contigs.fa	1866700	14	133335.71	537634	306	2	2	425957	2	408431	3	111118	6
4889a7_contigs.fa	1826953	13	140534.85	1043859	451	3	3	1043859	1	337605	2	72897	5
48916f_contigs.fa	1863923	16	116495.19	512419	478	3	3	486919	2	153032	4	115984	6
4898dc_contigs.fa	1865580	9	207286.67	1077097	462	12	4	1077097	1	367159	2	130484	4
48cb7c_contigs.fa	1888012	20	94400.60	557154	308	4	4	207496	3	124772	5	74739	8
48f2a8_contigs.fa	1884083	11	171280.27	1070437	400	4	4	1070437	1	382918	2	128429	4
48f3b6_contigs.fa	1835872	19	96624.84	615368	356	6	6	407151	2	165154	4	114415	6
48f493_contigs.fa	1837557	22	83525.32	548606	380	2	2	297826	3	137049	5	68206	8
490118_contigs.fa	1790613	20	89530.65	546069	307	50	1	297830	3	138422	4	80406	8
492155_contigs.fa	1778436	8	222304.50	994102	1334	2	2	994102	1	381727	2	118185	4
493fa6_contigs.fa	1897993	11	172544.82	1094443	348	35	5	1094443	1	531641	2	131862	3
494a55_contigs.fa	1887307	20	94365.35	498574	365	1	1	182152	3	141851	5	110193	8
49625a_contigs.fa	1775160	18	98620.00	387663	394	0	0	302320	3	112241	5	92198	8
4963da_contigs.fa	2748711	657	4183.73	1129776	302	30505	194	152179	3	29331	10	1128	203
496700_contigs.fa	1854767	16	115922.94	593007	338	1	1	224274	3	209756	4	111840	7
496b49_contigs.fa	1871515	14	133679.64	510216	380	2	2	441668	2	217954	4	109301	7
496d83_contigs.fa	1824898	18	101383.22	660361	303	1	1	319189	2	128944	4	112719	7
496e03_contigs.fa	1973597	22	89708.95	860357	354	47	2	310815	2	172769	4	65784	7
496f6e_contigs.fa	1801273	20	90063.65	403257	384	93	1	218298	3	145599	5	113086	8
497090_contigs.fa	1898414	22	86291.55	556598	311	28	3	417822	2	387528	3	72046	7
4974d0_contigs.fa	1965019	21	93572.33	631283	314	1	1	373038	2	144470	4	83040	7
4977fa_contigs.fa	1799883	14	128563.07	605656	430	0	0	384911	2	129177	4	101071	7
498aac_contigs.fa	1822911	11	165719.18	1051559	373	3	3	1051559	1	360452	2	124935	4
498de6_contigs.fa	1821478	12	151789.83	997340	374	3	3	997340	1	366203	2	133893	4
498eb7_contigs.fa	1832949	24	76372.88	507772	320	2	2	439384	2	391609	3	111720	6
49979f_contigs.fa	1829157	18	101619.83	548566	310	1	1	377870	2	137755	4	68876	7
499850_contigs.fa	1872698	16	117043.62	951663	304	1	1	951663	1	391070	2	115954	5
49de4a_contigs.fa	3738432	1095	3414.09	102847	269	74263	915	12839	72	7068	147	1460	349
49e053_contigs.fa	1937368	24	80723.67	437743	367	4	4	294406	3	149162	5	94748	8
49ec6e_contigs.fa	1881893	19	99047.00	529225	462	1	1	280783	3	106566	5	99895	9
49f09a_contigs.fa	1854017	24	77250.71	406045	302	12	2	167006	3	111952	6	51460	11
49f527_contigs.fa	1883689	26	72449.58	377722	370	21	8	198384	4	133883	6	77144	9
4a0427_contigs.fa	1921835	21	91515.95	658423	305	4	4	369042	2	157464	4	84627	7
4a05e8_contigs.fa	1837430	31	59271.94	617720	306	2	2	327316	2	118345	4	39143	9
4a142a_contigs.fa	2949269	1750	1685.30	25115	241	117405	1339	3939	199	2177	404	672	888
4a1ae9_contigs.fa	2276653	528	4311.84	1062487	304	8127	49	377498	2	113461	4	925	101
4a2268_contigs.fa	1795315	20	89765.75	814558	317	4	4	377296	2	135092	3	89009	6
4a2d09_contigs.fa	2302540	527	4369.15	382778	302	15429	90	148806	5	56054	9	1101	118
4a48d3_contigs.fa	1933916	24	80579.83	420479	357	3	3	307057	3	151962	5	55546	9
4a58dc_contigs.fa	1855352	17	109138.35	711026	300	41	1	446736	2	302482	3	48967	5
4a76fe_contigs.fa	1818657	12	151554.75	1039076	416	10	3	1039076	1	366010	2	118536	4
4a844e_contigs.fa	1834907	17	107935.71	595926	357	1	1	392954	2	350345	3	105928	6
4a849d_contigs.fa	1830539	12	152544.92	1050513	347	1	1	1050513	1	393139	2	110809	4
4a887c_contigs.fa	1869125	20	93456.25	690019	311	5	5	478204	2	356421	3	102971	5
4a9443_contigs.fa	1793550	10	179355.00	1136899	382	1	1	1136899	1	330595	2	182523	3
4a94c0_contigs.fa	1811091	13	139314.69	1140418	310	154	1	1140418	1	202212	2	109236	4
4a98ca_contigs.fa	1782633	14	127330.93	760534	972	14	4	372200	2	201235	3	114976	6
4af9e3_contigs.fa	1824478	16	114029.88	1039331	326	3	3	1039331	1	286589	2	113919	5
4afa9e_contigs.fa	1865660	18	103647.78	399027	317	1	1	310022	3	282965	4	95154	7
4b19ae_contigs.fa	1869808	9	207756.44	689921	1604	1	1	389826	2	327397	3	111674	5
4b19d0_contigs.fa	1890887	12	157573.92	669651	859	2	2	311110	2	216627	4	127406	6
4b1f51_contigs.fa	1921257	29	66250.24	532117	340	11	1	436108	2	407215	3	64055	7
4b2ed8_contigs.fa	5430466	3482	1559.58	48404	265	151598	1490	3847	324	1836	733	532	1866
4b32f9_contigs.fa	1771755	13	136288.85	989818	413	1	1	989818	1	388492	2	116905	4
4b35a6_contigs.fa	1927252	18	107069.56	1012637	408	3	3	1012637	1	381365	2	111634	5
4b4bc3_contigs.fa	1864860	18	103603.33	466202	344	4	4	413471	3	133450	4	96063	7
4b6778_contigs.fa	1825263	11	165933.00	582532	455	3	3	500037	2	347468	3	118790	5
4b6973_contigs.fa	1811535	16	113220.94	525742	410	4	4	412565	2	381120	3	96153	6
4b7660_contigs.fa	1780503	14	127178.79	960377	302	4	4	960377	1	387320	2	114135	5
4b7b77_contigs.fa	1905643	22	86620.14	639730	362	2	2	379511	2	160894	4	112783	7
4b7c51_contigs.fa	1891044	12	157587.00	885023	326	5	5	378169	2	199813	3	135927	5
4baeb4_contigs.fa	1955736	26	75220.62	296792	462	14	4	138007	4	99885	8	49580	13
4bb7d3_contigs.fa	1963937	20	98196.85	720647	304	0	0	439343	2	280676	3	52069	6
4bc6c5_contigs.fa	1902420	15	126828.00	974444	313	19	2	974444	1	367165	2	126810	5
4bd7a6_contigs.fa	1886764	18	104820.22	498595	365	1	1	456113	2	135239	5	104999	8
4bd860_contigs.fa	1930909	17	113582.88	578383	311	3	3	313091	3	197260	4	97614	7
4bf17e_contigs.fa	1855274	26	71356.69	400216	320	38	2	324794	3	110738	5	55362	10
4c013f_contigs.fa	1834403	27	67940.85	262966	377	2	2	180446	4	117840	7	44858	12
4c06b3_contigs.fa	1866119	11	169647.18	1081815	462	8	1	1081815	1	355297	2	113550	4
4c0d00_contigs.fa	1797495	20	89874.75	549286	451	22	2	366528	2	140879	4	92340	7
4c10a3_contigs.fa	1940434	20	97021.70	433249	310	1	1	182826	4	149898	6	91018	10
4c1359_contigs.fa	1791932	22	81451.45	548408	343	1	1	367729	2	137321	4	61381	8
4c1b52_contigs.fa	1798828	11	163529.82	763192	557	0	0	384881	2	273153	3	106299	5
4c4d00_contigs.fa	1776124	13	136624.92	991784	310	3	3	991784	1	364905	2	107862	4
4c69d0_contigs.fa	1910587	20	95529.35	464204	303	2	2	300567	3	198365	4	126267	7
4c784a_contigs.fa	1815790	15	121052.67	844607	342	3	3	216138	2	141985	4	96212	7
4c8124_contigs.fa	1793059	18	99614.39	548400	343	34	3	367746	2	137359	4	85054	7
4c9892_contigs.fa	1800464	14	128604.57	605137	549	0	0	273147	3	129421	4	95221	8
4cb3cc_contigs.fa	1831485	13	140883.46	352029	497	20	3	308898	3	297848	4	110022	7
4cbb33_contigs.fa	1897040	14	135502.86	1082043	329	53	4	1082043	1	376450	2	136259	4
4cc4c5_contigs.fa	1957367	146	13406.62	470208	303	1891	11	312930	3	193118	4	84289	8
4ce3b5_contigs.fa	2095132	403	5198.84	1157061	302	3851	25	1157061	1	359486	2	1223	29
4ceee6_contigs.fa	1778817	11	161710.64	988203	341	18	2	988203	1	507182	2	142168	3
4cf688_contigs.fa	1910949	23	83084.74	570993	314	5	5	214267	3	137770	5	62170	8
4cf8d5_contigs.fa	1830664	15	122044.27	1047308	328	8	8	1047308	1	286603	2	113581	5
4d0c3c_contigs.fa	1932129	26	74312.65	420249	321	322	5	326739	3	279807	4	52298	9
4d0e77_contigs.fa	1946975	26	74883.65	327735	321	2	2	150342	4	104693	7	65516	12
4d0fae_contigs.fa	1818641	10	181864.10	785154	486	13	3	379615	2	232461	3	132471	5
4d16c0_contigs.fa	1974939	18	109718.83	1071413	326	122	2	1071413	1	348448	2	60990	6
4d21d2_contigs.fa	1871881	18	103993.39	498697	435	77	3	181481	3	149688	5	99116	8
4d22af_contigs.fa	1884982	18	104721.22	566081	308	1	1	383860	2	137490	4	74749	7
4d4032_contigs.fa	1903107	16	118944.19	549164	341	1	1	482194	2	388159	3	107112	6
4d671b_contigs.fa	2015049	45	44778.87	420047	306	465	5	128575	5	107541	8	39844	14
4d82c6_contigs.fa	1904284	17	112016.71	974492	313	0	0	974492	1	372450	2	123858	5
4da18e_contigs.fa	1840426	12	153368.83	859085	328	1	1	355382	2	174146	3	118333	5
4da2db_contigs.fa	1767877	17	103992.76	411773	384	78	3	330078	3	245076	4	102108	7
4db0a4_contigs.fa	1837929	26	70689.58	547451	334	2	2	255126	3	134787	5	66133	9
4dbd73_contigs.fa	1849173	28	66041.89	361453	394	1	1	155709	4	104745	7	38188	12
4dc1d8_contigs.fa	1881626	24	78401.08	296793	380	1	1	133005	4	104138	7	47082	12
4dd1b5_contigs.fa	1970682	175	11261.04	1054918	304	422	5	1054918	1	387432	2	119208	5
4e065e_contigs.fa	1806447	15	120429.80	523128	308	3	3	491132	2	417868	3	120170	5
4e1078_contigs.fa	1829116	24	76213.17	383512	302	289	5	142793	4	122836	7	78911	10
4e1886_contigs.fa	1939933	21	92377.76	572092	306	2	2	425406	2	210281	4	105893	7
4e29ca_contigs.fa	1907547	21	90835.57	757514	395	12	2	398513	2	226886	3	111608	6
4e3316_contigs.fa	1982213	12	165184.42	1302870	322	33	3	1302870	1	332954	2	191135	3
4e54ce_contigs.fa	1874615	7	267802.14	1082041	371	3	3	1082041	1	418721	2	118252	4
4e59a3_contigs.fa	1792340	19	94333.68	548370	343	2	2	366167	2	137384	4	85035	7
4e717d_contigs.fa	1915268	15	127684.53	1201001	306	2	2	1201001	1	359921	2	103003	4
4e7d7a_contigs.fa	3707065	3978	931.89	12807	269	158354	1807	1315	718	769	1464	429	2801
4e7e72_contigs.fa	3655728	610	5993.00	298231	303	11346	191	44091	17	9263	63	2652	210
4e9bd4_contigs.fa	1814910	8	226863.75	988493	514	1	1	988493	1	382761	2	121826	4
4e9d0d_contigs.fa	1853138	22	84233.55	984344	329	471	4	984344	1	126974	3	80564	6
4ec59b_contigs.fa	1832409	26	70477.27	265096	303	3	3	163542	5	114743	7	65638	11
4ec7e3_contigs.fa	2024400	290	6980.69	996118	302	4063	21	261770	2	172010	3	105756	6
4eddf1_contigs.fa	1938951	31	62546.81	401397	310	139	5	132865	5	80469	9	42243	15
4ef8a9_contigs.fa	2025040	22	92047.27	576325	339	2	2	248429	3	196836	5	115051	8
4f0462_contigs.fa	1909773	26	73452.81	534329	305	1	1	238929	3	149175	5	93455	8
4f1871_contigs.fa	1837243	10	183724.30	545148	536	1	1	406151	2	395878	3	117687	6
4f2876_contigs.fa	1905834	16	119114.62	853889	352	1	1	240559	2	119208	4	102358	7
4f2ce3_contigs.fa	1782956	14	127354.00	414466	416	3	3	333066	3	246756	4	118382	6
4f3656_contigs.fa	1818758	8	227344.75	1037147	2098	3	3	1037147	1	365902	2	131999	4
4f49ec_contigs.fa	1909816	29	65855.72	606581	319	28	7	354867	2	213379	4	125168	7
4f4bde_contigs.fa	1856712	15	123780.80	1050057	347	1	1	1050057	1	372042	2	119783	4
4f5cb8_contigs.fa	1839338	35	52552.51	888529	326	251	6	285640	2	147406	3	61786	7
4f6a56_contigs.fa	1882582	13	144814.00	627654	329	7	7	404489	2	288061	3	122660	6
4f7a14_contigs.fa	1997519	24	83229.96	576113	320	1	1	247447	3	196916	5	111645	7
4f915a_contigs.fa	1999086	18	111060.33	595877	323	59	8	493823	2	415513	3	115847	6
4fa0a3_contigs.fa	1787395	14	127671.07	960755	383	16	6	960755	1	400518	2	116543	4
4fc98f_contigs.fa	1897893	12	158157.75	676596	302	26	6	381100	2	174576	4	128175	6
4fd3b5_contigs.fa	1863818	16	116488.62	398947	307	62	5	225225	3	150310	5	111813	8
5005a5_contigs.fa	1824033	14	130288.07	613019	319	2	2	414556	2	406998	3	110624	5
500677_contigs.fa	1780428	16	111276.75	526419	312	0	0	376580	2	363024	3	94566	6
500829_contigs.fa	3806282	1217	3127.59	103555	269	37830	424	10609	95	5283	193	1285	462
501182_contigs.fa	1866933	21	88901.57	705036	310	6	6	371161	2	156578	4	111269	7
50137e_contigs.fa	1886186	22	85735.73	353185	328	2	2	270497	3	149207	5	96122	8
502620_contigs.fa	1831162	14	130797.29	541804	310	3	3	521211	2	172317	4	119296	6
5030f6_contigs.fa	1850199	23	80443.43	610202	358	1	1	384437	2	145116	4	90530	7
5033ed_contigs.fa	1857796	13	142907.38	503824	344	32	2	398383	3	398383	3	113756	6
50511e_contigs.fa	1895778	18	105321.00	803814	329	0	0	381364	2	278204	3	133073	5
505402_contigs.fa	1768992	13	136076.31	986690	445	1	1	986690	1	388298	2	116047	4
505c35_contigs.fa	1781006	18	98944.78	664136	406	1	1	333177	2	287758	3	103301	6
507510_contigs.fa	1834285	17	107899.12	1042570	302	0	0	1042570	1	134890	3	72174	6
507df3_contigs.fa	1848557	10	184855.70	1089521	300	2	2	1089521	1	384200	2	105920	4
507ec2_contigs.fa	1935429	29	66738.93	350493	357	3	3	306147	3	151949	5	60548	9
509ca3_contigs.fa	1874341	20	93717.05	598466	404	35	3	395960	2	195186	4	135713	7
509cc2_contigs.fa	1791028	19	94264.63	548357	343	1	1	392236	2	137266	4	85000	7
50a308_contigs.fa	1838066	19	96740.32	548253	319	2	2	428707	2	377988	3	101803	6
50d31a_contigs.fa	1783069	11	162097.18	987233	475	3	3	987233	1	338589	2	114872	5
50dea3_contigs.fa	3719346	1523	2442.12	36613	269	110172	896	5903	180	3202	351	968	766
50e246_contigs.fa	1998027	22	90819.41	576078	320	2	2	247399	3	221797	4	111633	7
50e401_contigs.fa	1862373	15	124158.20	570554	406	18	7	385317	2	212268	4	130469	6
50e9df_contigs.fa	3539764	1256	2818.28	63760	269	103493	1365	8419	110	4176	224	1069	531
50efc0_contigs.fa	1868204	24	77841.83	274851	330	0	0	212163	4	113644	7	68994	10
50f32e_contigs.fa	1936062	30	64535.40	407393	300	263	4	142136	4	122339	7	40205	12
50f538_contigs.fa	1924287	24	80178.62	670220	317	2	2	357406	2	154632	4	109804	7
50f888_contigs.fa	1856507	15	123767.13	548381	344	0	0	435048	2	351699	3	114494	6
510e78_contigs.fa	1847966	21	87998.38	893639	338	1	1	403251	2	403251	2	68541	6
51149b_contigs.fa	1921959	15	128130.60	1107999	302	2	2	1107999	1	382110	2	129202	4
